Protein	Description,,Higher order taxa
A7Z7J8	Bacillus,,Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus
A7Z8Y1	Bacillus,,Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus
A7ZPV7	Escherichia,,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterbacteriaceae
A7ZR34	Escherichia,,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterbacteriaceae
A7ZRX6	Escherichia,,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterbacteriaceae
A7ZSL4	Escherichia,,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterbacteriaceae
A8ACN8	N/A,,N/A
A8AD18	N/A,,N/A
A8AD67	N/A,,N/A
A8AG06	N/A,,N/A
A8AMQ1	N/A,,N/A
A8ANQ0	N/A,,N/A
A8AQ65	N/A,,N/A
A8AQK7	N/A,,N/A
A8G8E8	N/A,,N/A
A9QSH6	N/A,,N/A
B0LF85	Klebsiella,,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae
B0R2Y8	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R319	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R347	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R351	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R396	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R3E7	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R3H4	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R3H6	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R3L0	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R3T9	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R424	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R460	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R4A4	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R4C7	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R4C8	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R4E6	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R4G7	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R4K1	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R4M9	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R4U7	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R4X6	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R4Y1	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R4Y4	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R502	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R507	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R5A2	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R5B6	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R5T1	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R5V7	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R639	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R656	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R669	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R673	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R6B9	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R6E4	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R6J7	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R6K8	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R6N0	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R6N9	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R6U9	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R6V4	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R716	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R718	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R730	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R733	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R740	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R758	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R761	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R7B7	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R7B9	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R7D2	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R7F9	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R7G0	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R7H4	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R7J8	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R7N5	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R7N9	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R7X8	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R809	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R827	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R854	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R868	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R894	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R895	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R8C3	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R8C8	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R8D1	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R9W9	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R9X0	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0R9Z1	Halobacterium,,Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae
B0RSD3	Xanthomonas,,Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae
B0RVK5	Xanthomonas,,Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae
B0RY12	Xanthomonas,,Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae
B0VCC7	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VKB2	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VKC5	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VKH6	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VKN4	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VKN8	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VKV8	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VL30	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VL49	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VLB4	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VLB7	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VLI7	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VLL5	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VLN6	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VLP7	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VLP9	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VLR9	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VLS2	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VLT3	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VLV5	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VLX0	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VLX4	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VLX9	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VLY6	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VLZ5	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VM09	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VM15	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VM17	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VM27	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VM34	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VM40	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VM41	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VM47	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VM50	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VM65	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VM70	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VM78	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VMA3	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VMG0	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VMK3	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VMK6	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VMK7	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VMM1	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VMQ4	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VMU1	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VMU5	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VMV0	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VMX7	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VMY0	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VMZ1	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VN00	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VN01	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VN09	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VN34	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VN61	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VN84	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VNB3	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VNB8	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VND0	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VND4	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VNF4	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VNK2	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VNK4	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VNK8	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VNW5	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VNW6	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VNW9	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VNX2	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VP28	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VP32	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VP39	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VP54	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VP87	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VP88	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VP98	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VPA7	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VPB1	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VPD8	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VPF0	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VPG4	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VPG9	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VPH0	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VPH3	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VPK0	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VPK8	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VPL2	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VPL3	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VPL4	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VPN2	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VPS1	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VPZ3	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VQ03	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VQ05	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VQ41	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VQ52	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VQ53	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VQ75	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VQ84	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VQ97	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VQI4	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VQI5	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VQI6	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VQJ8	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VQK7	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VQL2	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VQM1	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VQN1	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VQV5	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VQW4	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VQX4	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VQZ5	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VR06	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VR12	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VR17	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VR18	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VR25	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VR59	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VR79	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VRB4	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VRC9	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VRD1	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VRG2	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VRH0	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VRH4	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VRH6	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VRJ0	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VRK6	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VRK7	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VRK9	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VRL3	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VRL9	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VRN3	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VRN5	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VRN8	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VRN9	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VRW1	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VRX0	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VRX4	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VRZ6	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VS13	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VSA2	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VSA6	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VSB0	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VSC3	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VSC6	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
B0VSC7	Acinetobacter,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae
